tconst,director,id,popularity
tt2239822,Luc Besson,339964,8.588
tt5816682,Stephen Frears,423899,5.112
tt2226597,Hany Abu-Assad,290512,0.757
tt2250912,Jon Watts,315635,9.323
tt2380307,Lee Unkrich,354912,2.922
tt1536537,Tommy Wirkola,406990,4.379
tt1536537,Tommy Wirkola,406990,4.379
tt3967856,Bong Joon Ho,387426,26.313
tt1396484,Andy Muschietti,346364,4.59
tt4815122,Mark Dennis,455839,0.568
tt4815122,Ben Foster,455839,10.846
tt5390504,Kathryn Bigelow,407448,5.194
tt2872518,Stuart Hazeldine,345938,3.189
tt2316204,Ridley Scott,126889,41.923
tt2316204,Ridley Scott,126889,41.923
tt2091256,David Soren,268531,2.08
tt4925292,Greta Gerwig,391713,13.325
tt4630562,F. Gary Gray,337339,3.135
tt4649466,Matthew Vaughn,343668,6.68
tt4555426,Joe Wright,399404,7.228
tt1959563,Patrick Hughes,390043,2.792
tt1790809,Joachim Rønning,166426,1.579
tt1790809,Espen Sandberg,166426,3.45
tt5516328,Jeremy Dyson,429417,0.001
tt5516328,Andy Nyman,429417,4.092
tt1961175,Michael Cuesta,415842,2.432
tt5308322,Christopher Landon,440021,3.07
tt3450958,Matt Reeves,281338,7.897
tt3758172,Greg McLean,390062,0.976
tt3758172,Greg McLean,390062,0.976
tt3748172,Mike Flanagan,343674,3.578
tt3748172,Mike Flanagan,343674,3.578
tt5592248,Sofia Coppola,399019,4.481
tt5592248,Sofia Coppola,399019,4.481
tt2140507,Alfonso Gomez-Rejon,418879,2.668
tt3829920,Joseph Kosinski,395991,5.261
tt3829920,Joseph Kosinski,395991,5.261
tt4209788,Aaron Sorkin,396371,6.3
tt4209788,Aaron Sorkin,396371,6.3
tt5478478,Scott Cooper,384680,4.467
tt3881784,David Gordon Green,395993,6.115
tt3606752,Brian Fee,260514,1.815
tt5536736,Noah Baumbach,396398,13.671
tt5536736,Noah Baumbach,396398,13.671
tt4116284,Chris McKay,324849,3.182
tt4116284,Chris McKay,324849,3.182
tt3501632,Taika Waititi,284053,10.26
tt1734493,Michael Apted,291276,5.347
tt3469046,Kyle Balda,324852,4.735
tt3469046,Pierre Coffin,324852,6.038
tt1753383,Lasse Hallström,381289,7.647
tt4481414,Marc Webb,400928,5.097
tt4468740,Paul King,346648,1.947
tt3532216,Doug Liman,337170,6.635
tt5140878,David F. Sandberg,396422,2.145
tt1730768,Niki Caro,289222,1.761
tt5462602,Michael Showalter,416477,7.633
tt5462602,Michael Showalter,416477,7.633
tt5439796,Steven Soderbergh,399170,9.573
tt5093026,Michael Noer,433498,2.365
tt5109784,Darren Aronofsky,381283,6.685
tt5155780,Charlie McDowell,376134,2.194
tt5258850,Albert Dupontel,430424,1.31
tt5258850,Albert Dupontel,430424,1.31
tt1219827,Rupert Sanders,315837,3.745
tt5027774,Martin McDonagh,359940,3.638
tt3411444,Carlos Saldanha,364689,9.788
tt5013056,Christopher Nolan,374720,37.109
tt5052448,Jordan Peele,419430,14.949
tt1856101,Denis Villeneuve,335984,20.488
tt3731562,Jordan Vogt-Roberts,293167,1.051
tt5001718,Stella Meghie,417678,0.244
tt2547584,Derek Cianfrance,283552,3.618
tt3716530,Paul Verhoeven,337674,6.881
tt2543164,Denis Villeneuve,329865,20.488
tt2567026,James Bobin,241259,2.177
tt2582782,David Mackenzie,338766,1.61
tt3416532,J.A. Bayona,258230,3.803
tt3647498,Jean-François Richet,309886,2.234
tt3631112,Tate Taylor,346685,2.415
tt0490215,Martin Scorsese,68730,21.467
tt3263904,Clint Eastwood,363676,43.992
tt2404435,Antoine Fuqua,333484,3.132
tt2404435,Antoine Fuqua,333484,3.132
tt3503406,Courtney Hunt,331583,0.86
tt1211837,Scott Derrickson,284052,11.523
tt1211837,Scott Derrickson,284052,11.523
tt5022702,Mike Flanagan,376570,3.578
tt4741714,Igor Gotesman,381356,3.06
tt3691740,Steven Spielberg,267935,32.198
tt2452386,Rob Burnett,318121,0.048
tt5640450,Tony Elliott,410199,1.314
tt1712261,John Hillcoat,146198,1.242
tt1860357,Peter Berg,296524,9.765
tt4385888,Mike Mills,342737,1.01
tt4385888,Mike Mills,342737,1.01
tt0803096,Duncan Jones,68735,8.705
tt2709768,Chris Renaud,328111,7.596
tt2980210,Tom Tykwer,270010,3.164
tt2980210,Tom Tykwer,270010,3.164
tt3666024,Michael Dudok de Wit,337703,0.869
tt3666024,Michael Dudok de Wit,337703,0.869
tt4361050,Mike Flanagan,335796,3.578
tt1935859,Tim Burton,283366,28.287
tt1473832,Sharon Maguire,95610,1.109
tt2660888,Justin Lin,188927,6.316
tt3393786,Edward Zwick,343611,6.589
tt3393786,Edward Zwick,343611,6.589
tt3606888,Roger Spottiswoode,404378,5.803
tt3606888,Roger Spottiswoode,404378,5.803
tt2671706,Denzel Washington,393457,56.736
tt2671706,Denzel Washington,393457,56.736
tt2649554,Jeff Nichols,245703,1.972
tt2119532,Mel Gibson,324786,55.135
tt2674426,Thea Sharrock,296096,1.845
tt1700841,Conrad Vernon,223702,5.978
tt1700841,Greg Tiernan,223702,1.774
tt3704700,Gerard Barrett,340027,1.106
tt2277860,Andrew Stanton,127380,9.387
tt1292566,Christian Ditter,259694,1.276
tt2261287,Eric Summer,342473,0.514
tt2261287,Éric Warin,342473,1.719
tt2261287,Eric Summer,342473,0.514
tt2261287,Éric Warin,342473,1.719
tt5657028,Philippe Lacheau,398929,2.845
tt2267968,Alessandro Carloni,140300,1.158
tt2267968,Jennifer Yuh Nelson,140300,3.124
tt1289401,Paul Feig,43074,12.577
tt1289401,Paul Feig,43074,12.577
tt5078204,Hugo Gélin,382591,0.974
tt5078204,Hugo Gélin,382591,0.974
tt1985949,Clay Kaytis,153518,2.677
tt1985949,Fergal Reilly,153518,0.532
tt4276820,John Lee Hancock,310307,4.201
tt2241351,Jodie Foster,303858,28.846
tt2140479,Gavin O'Connor,302946,5.197
tt2140479,Gavin O'Connor,302946,5.197
tt2106651,Nic Mathieu,324670,0.505
tt2321405,Claude Barras,393559,1.418
tt4136084,Stephen Frears,315664,5.112
tt1355631,Brad Furman,325789,1.287
tt2361317,Ben Affleck,259695,39.032
tt1489889,Rawson Marshall Thurber,302699,3.205
tt2948356,Byron Howard,269149,3.866
tt2948356,Rich Moore,269149,4.683
tt4302938,Travis Knight,313297,5.237
tt4302938,Travis Knight,313297,5.237
tt3531824,Henry Joost,328387,2.4
tt3531824,Ariel Schulman,328387,2.29
tt2937696,Richard Linklater,295699,6.866
tt4501244,John Hamburg,356305,2.433
tt4501244,John Hamburg,356305,2.433
tt3470600,Garth Jennings,335797,5.348
tt4954522,Julia Ducournau,393519,6.173
tt2381991,Cedric Nicolas-Troyan,290595,1.669
tt2381991,Cedric Nicolas-Troyan,290595,1.669
tt4972582,M. Night Shyamalan,381288,17.441
tt1124037,Gary Ross,316152,7.801
tt3960412,Akiva Schaffer,341012,3.887
tt3960412,Jorma Taccone,341012,5.416
tt1878870,Kelly Fremon Craig,376660,3.081
tt4624424,Nicholas Stoller,332210,3.027
tt4624424,Doug Sweetland,332210,0.377
tt4624424,Nicholas Stoller,332210,3.027
tt4624424,Doug Sweetland,332210,0.377
tt4651520,Jon Lucas,376659,1.638
tt4651520,Scott Moore,376659,1.57
tt3774114,Oliver Stone,302401,16.683
tt3062096,Ron Howard,207932,15.759
tt3062096,Ron Howard,207932,15.759
tt3544112,John Carney,369557,2.698
tt4572514,Peter Berg,388399,9.765
tt4547056,Colm McCarthy,375366,4.337
tt4550098,Tom Ford,340666,4.61
tt4550098,Tom Ford,340666,4.61
tt3040964,Jon Favreau,278927,22.274
tt4731136,Gore Verbinski,340837,4.176
tt4781612,Daniel Ragussis,374617,0.355
tt4786282,David F. Sandberg,345911,2.145
tt1179933,Dan Trachtenberg,333371,3.059
tt1179933,Dan Trachtenberg,333371,3.059
tt4682786,David Frankel,345920,2.87
tt4680182,Nacho Vigalondo,339967,3.766
tt4680182,Nacho Vigalondo,339967,3.766
tt4714782,Olivier Assayas,340676,3.051
tt4698684,Taika Waititi,371645,10.26
tt0995868,Jeff Zimbalist,245913,1.586
tt0995868,Michael Zimbalist,245913,0.001
tt4443658,Chris Peckover,406994,0.376
tt3741834,Garth Davis,334543,0.751
tt3741834,Garth Davis,334543,0.751
tt1082807,Greg McLean,341006,0.976
tt3783958,Damien Chazelle,313369,7.685
tt1619029,Pablo Larraín,376866,8.812
tt4196776,Paul Greengrass,324668,2.08
tt4172430,Michael Bay,300671,8.769
tt4139124,Peter Atencio,342521,0.86
tt4139124,Peter Atencio,342521,0.86
tt4160708,Fede Alvarez,300669,8.454
tt4645368,Xavier Dolan,338189,4.115
tt3174376,Mike Flanagan,301804,3.578
tt3174376,Mike Flanagan,301804,3.578
tt3748528,Gareth Edwards,330459,0.664
tt3748528,Gareth Edwards,330459,0.664
tt4034228,Kenneth Lonergan,334541,2.172
tt4034228,Kenneth Lonergan,334541,2.172
tt3521164,Ron Clements,277834,3.867
tt3521164,John Musker,277834,7.26
tt3499096,Stephen Hopkins,323677,3.504
tt3499096,Stephen Hopkins,323677,3.504
tt4034354,Daniel Kwan,347031,8.789
tt4034354,Daniel Scheinert,347031,4.042
tt3797868,Ross Katz,330483,1.111
tt1212428,James Gray,314095,0.001
tt1212428,James Gray,314095,0.001
tt2554274,Guillermo del Toro,201085,18.001
tt4046784,Wes Ball,294254,6.255
tt4062536,Jeremy Saulnier,313922,2.585
tt4062536,Jeremy Saulnier,313922,2.585
tt3316948,Nima Nourizadeh,261392,3.52
tt3316948,Nima Nourizadeh,261392,3.52
tt3850214,Rick Famuyiwa,308639,1.168
tt2057392,Gavin Hood,333352,3.168
tt1666801,Ari Sandel,272693,1.459
tt3659388,Ridley Scott,286217,41.923
tt3659388,Ridley Scott,286217,41.923
tt2820852,James Wan,168259,11.143
tt2637276,Seth MacFarlane,214756,23.962
tt1083452,Dexter Fletcher,319888,13.483
tt1528854,Sean Anders,274167,4.327
tt2582496,Alfonso Gomez-Rejon,308369,2.668
tt3195644,Leigh Whannell,280092,6.746
tt0369610,Colin Trevorrow,135397,1.895
tt1727776,Christopher Landon,273477,3.07
tt1392190,George Miller,76341,19.855
tt1741273,Billy Ray,290751,4.796
tt1655441,Lee Toland Krieger,293863,2.078
tt1655441,Lee Toland Krieger,293863,2.078
tt2436386,Dean Israelite,227719,2.759
tt3488710,Robert Zemeckis,285783,25.563
tt4005402,Florian Gallenberger,318781,1.872
tt4178092,Joel Edgerton,328425,20.506
tt2400463,Karyn Kusama,306947,1.876
tt2191765,Jean-François Richet,342878,2.234
tt2402101,Gilles Paquet-Brenner,182560,2.376
tt2402101,Gilles Paquet-Brenner,182560,2.376
tt2404425,Simon Curtis,304357,0.539
tt2401878,Duke Johnson,291270,1.238
tt2401878,Charlie Kaufman,291270,4.424
tt3460252,Quentin Tarantino,273248,58.921
tt3460252,Quentin Tarantino,273248,58.921
tt3622592,Jake Schreier,286565,6.153
tt3622592,Jake Schreier,286565,6.153
tt1663202,Alejandro G. Iñárritu,281957,14.704
tt2488496,J.J. Abrams,140607,13.132
tt1661199,Kenneth Branagh,150689,30.65
tt3569230,Brian Helgeland,276907,2.102
tt2493486,Kazuaki Kiriya,308504,1.59
tt1365050,Cary Joji Fukunaga,283587,6.576
tt2510894,Genndy Tartakovsky,159824,4.474
tt2494362,S. Craig Zahler,294963,0.784
tt3077214,Sarah Gavron,245168,1.303
tt3077214,Sarah Gavron,245168,1.303
tt1781922,John Erick Dowdle,192141,4.173
tt1398426,F. Gary Gray,277216,3.135
tt1398426,F. Gary Gray,277216,3.135
tt1172049,Jean-Marc Vallée,303991,1.337
tt1172049,Jean-Marc Vallée,303991,1.337
tt1895587,Tom McCarthy,314365,5.257
tt4400058,Nicolas Benamou,331836,2.093
tt4400058,Philippe Lacheau,331836,2.845
tt2452042,Steve Martino,227973,1.733
tt2452042,Steve Martino,227973,1.733
tt2446980,David O. Russell,274479,5.111
tt2446980,David O. Russell,274479,5.111
tt3682448,Steven Spielberg,296098,32.198
tt3682448,Steven Spielberg,296098,32.198
tt3072482,Ilya Naishuller,325348,5.21
tt3774694,Gaspar Noé,292431,6.147
tt1951266,Francis Lawrence,131634,11.218
tt3076658,Ryan Coogler,312221,13.888
tt1798684,Antoine Fuqua,307081,3.132
tt3168230,Bill Condon,280996,4.247
tt2848292,Elizabeth Banks,254470,23.374
tt2726560,George Tillman Jr.,228205,2.306
tt2910904,Jocelyn Moorhouse,298382,1.806
tt2908446,Robert Schwentke,262500,3.902
tt3464902,Yorgos Lanthimos,254320,16.767
tt3464902,Yorgos Lanthimos,254320,16.767
tt2381111,John Crowley,167073,1.94
tt2381111,John Crowley,167073,1.94
tt2381249,Christopher McQuarrie,177677,3.264
tt2381941,Glenn Ficarra,256591,2.252
tt2381941,John Requa,256591,3.262
tt0810819,Tom Hooper,306819,1.349
tt0810819,Tom Hooper,306819,1.349
tt1979388,Peter Sohn,105864,6.764
tt2379713,Sam Mendes,206647,7.279
tt2379713,Sam Mendes,206647,7.279
tt2872750,Mark Burton,263109,1.699
tt2872750,Richard Starzak,263109,1.101
tt2719848,Baltasar Kormákur,253412,5.865
tt3152624,Judd Apatow,271718,7.529
tt3792960,Jaco Van Dormael,330764,2.319
tt3792960,Jaco Van Dormael,330764,2.319
tt2080374,Danny Boyle,321697,12.337
tt1355683,Scott Cooper,261023,4.467
tt1638355,Guy Ritchie,203801,23.576
tt1638355,Guy Ritchie,203801,23.576
tt2361509,Nancy Meyers,257211,5.645
tt0787524,Matt Brown,353326,0.416
tt2126355,Brad Peyton,254128,1.803
tt2126355,Brad Peyton,254128,1.803
tt1051904,Rob Letterman,257445,2.228
tt2935476,Thomas Vinterberg,250734,2.214
tt3203606,Jay Roach,294016,3.062
tt1340138,Alan Taylor,87101,3.594
tt1340138,Alan Taylor,87101,3.594
tt3715320,Woody Allen,282984,16.055
tt2140379,Tarsem Singh,238615,3.888
tt2140379,Tarsem Singh,238615,3.888
tt1823672,Neill Blomkamp,198184,3.143
tt2293640,Kyle Balda,211672,4.735
tt2293640,Pierre Coffin,211672,6.038
tt2118624,Todd Strauss-Schulson,293970,1.089
tt3397884,Denis Villeneuve,273481,20.488
tt2273657,Rupert Goold,245706,1.822
tt2199571,Jaume Collet-Serra,241554,3.778
tt2131532,Matt Duffer,360784,6.197
tt2131532,Ross Duffer,360784,2.714
tt2557490,Seth MacFarlane,188161,23.962
tt2557490,Seth MacFarlane,188161,23.962
tt3759416,Louis Clichy,170522,2.155
tt1587310,Robert Stromberg,102651,1.836
tt2170439,Sean Anders,227159,4.327
tt2170439,Sean Anders,227159,4.327
tt2692250,Shawn Levy,181533,18.459
tt2692250,Shawn Levy,181533,18.459
tt2103281,Matt Reeves,119450,7.897
tt0816692,Christopher Nolan,157336,37.109
tt2278388,Wes Anderson,120467,18.701
tt2278388,Wes Anderson,120467,18.701
tt2261331,Kevin Macdonald,246080,3.93
tt2261331,Kevin Macdonald,246080,3.93
tt2262227,Jorge R. Gutiérrez,228326,2.61
tt2177771,George Clooney,152760,25.719
tt2267998,David Fincher,210577,12.858
tt2294449,Phil Lord,187017,5.58
tt2294449,Christopher Miller,187017,4.259
tt2170593,Theodore Melfi,239563,2.905
tt2172584,David Cronenberg,157851,16.566
tt2669336,Bradley King,273271,0.184
tt2669336,Bradley King,273271,0.184
tt0829150,Gary Shore,49017,0.001
tt1600196,Michaël R. Roskam,154400,0.689
tt1100089,Bennett Miller,87492,1.608
tt2140619,Max Nichols,286554,1.808
tt1877832,Bryan Singer,127585,5.405
tt1877832,Bryan Singer,127585,5.405
tt2316801,Christophe Gans,197796,2.223
tt1840309,Neil Burger,157350,3.749
tt1840309,Neil Burger,157350,3.749
tt2245084,Don Hall,177572,3.596
tt2245084,Chris Williams,177572,13.798
tt2245084,Don Hall,177572,3.596
tt2245084,Chris Williams,177572,13.798
tt0831387,Gareth Edwards,124905,0.664
tt1972571,Anton Corbijn,157849,1.436
tt1109624,Paul King,116149,1.947
tt0900387,Saul Dibb,271674,1.649
tt2209764,Wally Pfister,157353,2.302
tt2377322,Scott Derrickson,184346,11.523
tt2377322,Scott Derrickson,184346,11.523
tt1972779,Michael Hoffman,239571,1.567
tt1490017,Phil Lord,137106,5.58
tt1490017,Christopher Miller,137106,4.259
tt1355630,R.J. Cutler,249164,0.0
tt1726592,Rowan Joffe,204922,2.127
tt0787474,Graham Annable,170687,1.83
tt0787474,Anthony Stacchi,170687,0.556
tt0787474,Graham Annable,170687,1.83
tt0787474,Anthony Stacchi,170687,0.556
tt2015381,James Gunn,118340,13.995
tt2369135,Scott Waugh,136797,2.368
tt1126590,Tim Burton,87093,28.287
tt1638002,Christian Ditter,200727,1.276
tt1638002,Christian Ditter,200727,1.276
tt2937898,J.C. Chandor,241239,8.968
tt2937898,J.C. Chandor,241239,8.968
tt1646971,Dean DeBlois,82702,5.936
tt2713180,David Ayer,228150,6.789
tt2994190,Peter Sattler,244506,0.001
tt2994190,Peter Sattler,244506,0.001
tt2872732,Luc Besson,240832,8.588
tt2872718,Dan Gilroy,242582,3.412
tt2024469,Jaume Collet-Serra,225574,3.778
tt1065073,Richard Linklater,85350,6.866
tt1065073,Richard Linklater,85350,6.866
tt2870612,John Erick Dowdle,256274,4.173
tt3139072,Ethan Spaulding,251519,0.971
tt2318092,Shana Feste,226857,1.665
tt2883512,Jon Favreau,212778,22.274
tt2788710,Evan Goldberg,228967,7.897
tt2788710,Seth Rogen,228967,22.851
tt2321549,Jennifer Kent,242224,2.325
tt2884206,Mike Cahill,244267,1.797
tt2884206,Mike Cahill,244267,1.797
tt1837709,Akiva Goldsman,137321,4.764
tt1800246,Tom Gormican,225565,3.695
tt2305051,Jean-Marc Vallée,228970,1.337
tt1951265,Francis Lawrence,131631,11.218
tt0365907,Scott Frank,169917,3.87
tt0365907,Scott Frank,169917,3.87
tt3547740,Éric Lartigau,304410,1.967
tt3013602,Nicolas Benamou,262551,2.093
tt3013602,Philippe Lacheau,262551,2.845
tt2310332,Peter Jackson,122917,23.194
tt2310332,Peter Jackson,122917,23.194
tt2034031,Lynn Shelton,244264,0.796
tt2034031,Lynn Shelton,244264,0.796
tt2975578,James DeMonaco,238636,3.947
tt2975578,James DeMonaco,238636,3.947
tt2084970,Morten Tyldum,205596,2.561
tt2084970,Morten Tyldum,205596,2.561
tt2980516,James Marsh,266856,6.941
tt2980648,Lasse Hallström,228194,7.647
tt2980592,Adam Wingard,241848,7.378
tt2059171,Daniel Stamm,155084,0.93
tt1791528,Paul Thomas Anderson,171274,6.822
tt3007512,Russell Crowe,256917,50.282
tt3007512,Russell Crowe,256917,50.282
tt1790864,Wes Ball,198663,6.255
tt1865505,Tomm Moore,110416,3.13
tt1865505,Tomm Moore,110416,3.13
tt2333784,Patrick Hughes,138103,2.792
tt2333784,Patrick Hughes,138103,2.792
tt1086772,Frank Coraci,232672,2.345
tt2402157,Roger Donaldson,254904,3.488
tt3169706,Matthew Warchus,234200,3.33
tt3169706,Matthew Warchus,234200,3.33
tt1234721,José Padilha,97020,1.685
tt1631867,Doug Liman,137113,6.635
tt1872181,Marc Webb,102382,5.097
tt2428170,Patrick Brice,250574,3.784
tt2428170,Patrick Brice,250574,3.784
tt2004420,Nicholas Stoller,195589,3.027
tt1872194,David Dobkin,205587,2.099
tt2802144,Matthew Vaughn,207703,6.68
tt3235888,David Robert Mitchell,270303,1.166
tt0455944,Antoine Fuqua,156022,3.132
tt0458481,Frank Miller,189,6.263
tt0458481,Robert Rodriguez,189,11.318
tt1924435,Luke Greenfield,193893,1.078
tt0435651,Phillip Noyce,227156,5.226
tt0435651,Phillip Noyce,227156,5.226
tt1605717,Lenny Abrahamson,171372,0.669
tt2614684,Yann Demange,252178,1.643
tt2800240,Philippe de Chauveron,262391,2.765
tt2582846,Josh Boone,222935,5.213
tt2582802,Damien Chazelle,244786,7.685
tt2582802,Damien Chazelle,244786,7.685
tt1371150,Shawn Levy,239678,18.459
tt1791682,Noah Baumbach,252512,13.671
tt1791682,Noah Baumbach,252512,13.671
tt3416742,Jemaine Clement,246741,19.189
tt3416742,Taika Waititi,246741,10.26
tt1843866,Anthony Russo,100402,25.07
tt1843866,Joe Russo,100402,10.891
tt2562232,Alejandro G. Iñárritu,194662,14.704
tt1408253,Tim Story,168530,2.12
tt0864835,Rob Minkoff,82703,3.986
tt0443465,Chris Evans,283350,65.33
tt1698641,Miguel Arteta,218778,1.864
tt1698641,Miguel Arteta,218778,1.864
tt2053463,Steven Soderbergh,109421,9.573
tt2051879,Sebastián Cordero,174772,0.559
tt1682180,Park Chan-wook,86825,6.813
tt0848537,Chris Wedge,116711,3.431
tt0848537,Chris Wedge,116711,3.431
tt3063516,Jeff Tremaine,208134,3.152
tt2209418,Richard Linklater,132344,6.866
tt2186812,David Moreau,173185,1.75
tt1327773,Lee Daniels,132363,3.349
tt2042568,Ethan Coen,86829,6.986
tt2042568,Joel Coen,86829,15.581
tt1311071,John Krokidas,157370,1.839
tt1311071,John Krokidas,157370,1.839
tt1588173,Jonathan Levine,82654,1.712
tt1588173,Jonathan Levine,82654,1.712
tt1335975,Carl Rinsch,64686,2.426
tt1335975,Carl Rinsch,64686,2.426
tt1549920,Kim Jee-woon,76640,1.906
tt1549920,Kim Jee-woon,76640,1.906
tt1559547,Richard LaGravenese,109491,2.061
tt0481499,Kirk DeMicco,49519,1.369
tt0481499,Chris Sanders,49519,14.609
tt1170358,Peter Jackson,57158,23.194
tt1170358,Peter Jackson,57158,23.194
tt1967545,Jason Reitman,130150,6.117
tt1980209,Michael Bay,134374,8.769
tt2404463,Paul Feig,136795,12.577
tt1979320,Ron Howard,96721,15.759
tt1979320,Ron Howard,96721,15.759
tt2866360,James Ward Byrkit,220289,2.212
tt2866360,James Ward Byrkit,220289,2.212
tt2404311,Luc Besson,112205,8.588
tt1981115,Alan Taylor,76338,3.594
tt1981115,Alan Taylor,76338,3.594
tt1767354,Stephen Sommers,179826,2.142
tt1800241,David O. Russell,168672,5.111
tt1272878,Baltasar Kormákur,136400,5.865
tt1798709,Spike Jonze,152601,11.58
tt1951264,Francis Lawrence,101299,11.218
tt1441395,Jonathan Glazer,97370,4.127
tt1663662,Guillermo del Toro,68726,18.001
tt1457767,James Wan,138843,11.143
tt1727388,Nat Faxon,147773,17.236
tt1727388,Jim Rash,147773,17.034
tt0770828,Zack Snyder,49521,11.861
tt2005374,Scott Walker,199373,2.551
tt1731141,Gavin Hood,80274,3.168
tt1731141,Gavin Hood,80274,3.168
tt1245492,Evan Goldberg,109414,7.897
tt1245492,Seth Rogen,109414,22.851
tt1483013,Joseph Kosinski,75612,5.261
tt1985966,Cody Cameron,109451,1.281
tt1985966,Kris Pearn,109451,1.331
tt2024544,Steve McQueen,76203,12.079
tt2024544,Steve McQueen,76203,12.079
tt2017038,J.C. Chandor,152747,8.968
tt0790636,Jean-Marc Vallée,152532,1.337
tt2752200,François Ozon,184314,5.109
tt1450321,Jon S. Baird,85889,2.063
tt1392214,Denis Villeneuve,146233,20.488
tt2179116,Jordan Vogt-Roberts,156700,1.051
tt1091191,Peter Berg,193756,9.765
tt1690953,Pierre Coffin,93456,6.038
tt1690953,Chris Renaud,93456,7.596
tt0816711,Marc Forster,72190,7.72
tt1702439,Lasse Hallström,112949,7.647
tt1702439,Lasse Hallström,112949,7.647
tt1206543,Scott Cooper,164457,4.467
tt2294629,Chris Buck,109445,2.471
tt2294629,Jennifer Lee,109445,9.284
tt2302755,Antoine Fuqua,117263,3.132
tt1288558,Fede Alvarez,109428,8.454
tt2101341,Niels Arden Oplev,102362,2.49
tt2278871,Abdellatif Kechiche,152584,1.653
tt2229499,Joseph Gordon-Levitt,138697,48.157
tt2431286,Stephen Frears,205220,5.112
tt2234155,Shawn Levy,116741,18.459
tt1300854,Shane Black,68721,10.388
tt1343092,Baz Luhrmann,64682,5.492
tt1411250,David Twohy,87421,2.363
tt2359024,Jeremy Saulnier,188166,2.585
tt2359024,Jeremy Saulnier,188166,2.585
tt2387433,Scott Stewart,145135,1.997
tt2388715,Mike Flanagan,157547,3.578
tt2388715,Mike Flanagan,157547,3.578
tt2387559,Ken Scott,146239,1.348
tt2387559,Ken Scott,146239,1.348
tt2101473,Philipp Stölzl,169881,1.138
tt0359950,Ben Stiller,116745,23.731
tt1211956,Mikael Håfström,107846,7.417
tt1211956,Mikael Håfström,107846,7.417
tt2316411,Denis Villeneuve,181886,20.488
tt1911644,Brad Anderson,158011,5.221
tt1911644,Brad Anderson,158011,5.221
tt1904996,Taylor Hackford,119283,5.185
tt1351685,Bryan Singer,81005,5.405
tt1351685,Bryan Singer,81005,5.405
tt2312718,Gary Fleder,204082,2.644
tt2312718,Gary Fleder,204082,2.644
tt1905041,Justin Lin,82992,6.316
tt1821549,Alexander Payne,129670,2.015
tt2334649,Ryan Coogler,157354,13.888
tt2334873,Woody Allen,160588,16.055
tt2334873,Woody Allen,160588,16.055
tt2334879,Roland Emmerich,117251,5.425
tt2334879,Roland Emmerich,117251,5.425
tt1428538,Tommy Wirkola,60304,4.379
tt1428538,Tommy Wirkola,60304,4.379
tt1924429,Danny Boyle,68727,12.337
tt1924429,Danny Boyle,68727,12.337
tt1235522,Allen Hughes,98357,1.732
tt1430132,James Mangold,76170,8.009
tt1213663,Edgar Wright,107985,8.146
tt1535108,Neill Blomkamp,68724,3.143
tt1535108,Neill Blomkamp,68724,3.143
tt1535109,Paul Greengrass,109424,2.08
tt1535109,Paul Greengrass,109424,2.08
tt1528071,Alexandre Aja,149509,4.035
tt1893256,Steven Knight,136418,3.983
tt1204975,Jon Turteltaub,137093,3.164
tt1821694,Dean Parisot,146216,1.929
tt1821694,Dean Parisot,146216,1.929
tt1860353,David Soren,77950,2.08
tt0453562,Brian Helgeland,109410,2.102
tt0453562,Brian Helgeland,109410,2.102
tt1195478,Nicholas Stoller,72207,3.027
tt1862079,Colin Trevorrow,84332,1.895
tt1862079,Colin Trevorrow,84332,1.895
tt1859650,Woody Allen,81836,16.055
tt1859650,Woody Allen,81836,16.055
tt0443272,Steven Spielberg,72976,32.198
tt1817273,Derek Cianfrance,97367,3.618
tt1937264,Ol Parker,90369,6.86
tt1433811,Henry Alex Rubin,127517,1.115
tt1433811,Henry Alex Rubin,127517,1.115
tt1077368,Tim Burton,62213,28.287
tt1915581,Steven Soderbergh,77930,9.573
tt0454876,Ang Lee,87827,7.9
tt0454876,Ang Lee,87827,7.9
tt1307068,Lorene Scafaria,88005,2.621
tt1212450,John Hillcoat,82633,1.242
tt1217209,Mark Andrews,62177,0.442
tt1217209,Brenda Chapman,62177,2.283
tt1430626,Peter Lord,72197,0.712
tt1217213,Bobs Gannaway,75258,2.904
tt1217213,Peggy Holmes,75258,1.25
tt1931533,Martin McDonagh,86838,3.638
tt1462769,Peter Hedges,71864,2.66
tt1462769,Peter Hedges,71864,2.66
tt1491044,Ariel Vromen,68812,3.175
tt1491044,Ariel Vromen,68812,3.175
tt2347569,Noah Baumbach,121986,13.671
tt2179121,Alexandre de La Patellière,112198,4.304
tt2179121,Matthieu Delaporte,112198,3.484
tt0948470,Marc Webb,1930,5.097
tt1409024,Barry Sonnenfeld,41154,3.447
tt1277953,Eric Darnell,80321,4.281
tt1277953,Tom McGrath,80321,6.163
tt1277953,Conrad Vernon,80321,5.978
tt1645170,Larry Charles,76493,3.704
tt0975645,Sacha Gervasi,112336,1.592
tt0975645,Sacha Gervasi,112336,1.592
tt1990314,Jake Schreier,84329,6.153
tt1637725,Seth MacFarlane,72105,23.962
tt1637725,Seth MacFarlane,72105,23.962
tt1606389,Michael Sucsy,72570,1.024
tt1343727,Pete Travis,49049,2.848
tt1343727,Pete Travis,49049,2.848
tt1605630,Jon Hurwitz,71552,3.107
tt1605630,Hayden Schlossberg,71552,2.166
